
Generated at: 2022/03/05 19:08:00
mirDIP version: 5.0.2.3.
Database version: 5.0.2.2



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p,hsa-miR-126-3p,hsa-miR-138,hsa-miR-146b-5p,hsa-miR-205-5p,hsa-miR-205-3p,hsa-miR-30a-5p,hsa-miR-30a-3p,hsa-miR-30d-5p,hsa-miR-30d-3p,hsa-miR-31-5p,hsa-miR-31-3p,hsa-miR-34c-3p,hsa-miR-34c-5p,hsa-miR-652-5p,hsa-miR-652-3p
Minimum Score   - Very High


MicroRNAs input verification: (1)
Provided Gene Symbol	Suggestion	Updated Symbol at Database
hsa-miR-138	not in database for selected minimum score or unknow microRNA	

Note: Suggested mircoRNAs may NOT be found in database.


Results (2506) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
PLAGL2	Q9UPG8		hsa-miR-30d-5p	0.813509114579521	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
RFX7	Q2KHR2		hsa-miR-30a-5p	0.813097396346099	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
RORA	P35398		hsa-miR-30d-5p	0.812806930554326	11	Very High	Cupid|MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
NFAT5	O94916		hsa-miR-30a-5p	0.812532477346873	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
STIM2	Q9P246		hsa-miR-30a-5p	0.812193411078543	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
GNAI2	P04899		hsa-miR-30a-5p	0.812025374582205	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
UBP1	Q9NZI7		hsa-miR-34c-5p	0.811782560662431	14	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
YPEL2	Q96QA6		hsa-miR-30a-5p	0.81145377959673	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
PTP4A1	Q93096		hsa-miR-30d-5p	0.811181036065296	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
FZD3	Q9NPG1		hsa-miR-30a-5p	0.810700633545019	10	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
SGMS1	Q86VZ5		hsa-miR-31-5p	0.810428947222443	12	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
STK38L	Q9Y2H1		hsa-miR-34c-5p	0.80991616039171	15	Very High	Cupid|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22|rnahybrid_May_2021|TargetScan_v7_2
BRWD1	Q9NSI6		hsa-miR-30a-5p	0.809850245221826	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
GNAI2	P04899		hsa-miR-30d-5p	0.809639757562726	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
NAV1	Q8NEY1		hsa-miR-34c-5p	0.809232122388813	14	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
RAB32	Q13637		hsa-miR-30d-5p	0.809054584341065	11	Very High	Cupid|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
GABRB1	P18505		hsa-miR-30a-5p	0.808510758688984	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|TargetScan_v7_2
TACC1	O75410		hsa-miR-31-5p	0.808388283073105	15	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
FHIP2A	Q5W0V3		hsa-miR-30d-5p	0.808022332206604	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
MAP2K1	Q02750		hsa-miR-34c-5p	0.807876784461931	13	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
PDE7A	Q13946		hsa-miR-30d-5p	0.807506675924906	9	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|mirzag|TargetScan_v7_2
CCNE2	O96020		hsa-miR-34c-5p	0.80640557185483	14	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|mirzag|PITA_May_2021|TargetScan_v7_2
MPP2	Q14168		hsa-miR-34c-5p	0.805944513897288	10	Very High	Cupid|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
NOTCH1	P46531		hsa-miR-34c-5p	0.805473454209577	13	Very High	MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
PRKCE	Q02156		hsa-miR-31-5p	0.805182890019457	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
RASA1	P20936		hsa-miR-31-5p	0.805091903035185	15	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|rnahybrid_May_2021|TargetScan_v7_2
ZBTB2	Q8N680		hsa-miR-146b-5p	0.804347958845838	15	Very High	Cupid|MBStar|MirTar2|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
RAP1B	P61224		hsa-miR-30d-5p	0.804340487735736	11	Very High	Cupid|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
ZNF281	Q9Y2X9		hsa-miR-34c-5p	0.804016754632802	10	Very High	Cupid|MirTar2|MultiMiTar|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|TargetScan_v7_2
BRWD1	Q9NSI6		hsa-miR-30d-5p	0.803612327566782	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
ANK3	Q12955		hsa-miR-34c-5p	0.803147286082638	14	Very High	Cupid|MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
SH3PXD2A	Q5TCZ1		hsa-miR-30d-5p	0.802474261038861	14	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
WDR82P1		Yes	hsa-miR-30d-5p	0.802404437817893	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|TargetScan_v7_2
CCNT2	O60583		hsa-miR-30d-5p	0.801655792741738	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
TAOK1	Q7L7X3		hsa-miR-30d-5p	0.801566365308769	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
TRAPPC14	Q8WVR3		hsa-miR-30a-5p	0.801279461689423	11	Very High	Cupid|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|mirzag|TargetScan_v7_2
DIXDC1	Q155Q3		hsa-miR-34c-5p	0.801008706105353	12	Very High	Cupid|MBStar|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
NACC2	Q96BF6		hsa-miR-205-5p	0.800697417520551	14	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
MTDH	Q86UE4		hsa-miR-30d-5p	0.800684415900479	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
NFIB	O00712		hsa-miR-30a-5p	0.800670299476268	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
ELL2	O00472		hsa-miR-30d-5p	0.800457912480679	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
SH3PXD2A	Q5TCZ1		hsa-miR-30a-5p	0.800421951289266	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|TargetScan_v7_2
SATB2	Q9UPW6		hsa-miR-31-5p	0.799413965921836	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|TargetScan_v7_2
FOXG1	P55316		hsa-miR-30a-5p	0.799332653407254	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
TGIF2	Q9GZN2		hsa-miR-34c-5p	0.798852820869864	12	Very High	MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
CHN1	P15882		hsa-miR-205-5p	0.798512894198408	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
NFIB	O00712		hsa-miR-30d-5p	0.798139031508216	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
NOVA1	P51513		hsa-miR-146b-5p	0.797835641205858	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
GLCCI1	Q86VQ1		hsa-miR-30a-5p	0.797727881760988	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
FOXG1	P55316		hsa-miR-30d-5p	0.797500986459275	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
RAP1B	P61224		hsa-miR-30a-5p	0.797340973034874	11	Very High	Cupid|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
FHIP2A	Q5W0V3		hsa-miR-30a-5p	0.797215388139416	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
CCNT2	O60583		hsa-miR-30a-5p	0.796551427063368	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
LATS2	Q9NRM7		hsa-miR-31-5p	0.796002499463381	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
FAP	Q12884		hsa-miR-30a-5p	0.795622724854225	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|TargetScan_v7_2
IDE	P14735		hsa-miR-31-5p	0.795605243245973	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|TargetScan_v7_2
ELL2	O00472		hsa-miR-30a-5p	0.795289254269328	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
LHX8	Q68G74		hsa-miR-30d-5p	0.794921524196415	9	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|TargetScan_v7_2
GLCCI1	Q86VQ1		hsa-miR-30d-5p	0.7947540064018	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
ELL2	O00472		hsa-miR-34c-5p	0.794402926866082	14	Very High	Cupid|MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
TMED10	P49755		hsa-miR-31-5p	0.794303758352874	12	Very High	Cupid|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|RNA22|TargetScan_v7_2
DDX17	Q92841		hsa-miR-34c-5p	0.794078457681276	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|mirzag|PITA_May_2021|TargetScan_v7_2
STAC	Q99469		hsa-miR-30d-5p	0.793875152417083	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|TargetScan_v7_2
RUNX2	Q13950		hsa-miR-30d-5p	0.793532700351081	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
STRN3	Q13033		hsa-miR-34c-5p	0.793429757696261	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
MBOAT2	Q6ZWT7		hsa-miR-31-5p	0.793320329718651	12	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|mirzag|RNA22|TargetScan_v7_2
MTMR9	Q96QG7		hsa-miR-34c-5p	0.792831755344956	15	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
SCN9A	Q15858		hsa-miR-30d-5p	0.79277374238941	11	Very High	Cupid|MBStar|MirTar2|MultiMiTar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
TAOK1	Q7L7X3		hsa-miR-30a-5p	0.79241882215409	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
ASIC2	Q16515		hsa-miR-34c-5p	0.792375465029926	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
RUNX2	Q13950		hsa-miR-30a-5p	0.791795984606111	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
FAM214A	Q32MH5		hsa-miR-30a-5p	0.79139028723624	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
GALNT7	Q86SF2		hsa-miR-34c-5p	0.79131602293927	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
UBE2V2	Q15819		hsa-miR-30a-5p	0.791185834653121	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
EIF4G2	P78344		hsa-miR-146b-5p	0.790244038926231	14	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
RAD23B	P54727		hsa-miR-30a-5p	0.790232879324273	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
LRRC8D	Q7L1W4		hsa-miR-30d-5p	0.790038811097031	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
ATMIN	O43313		hsa-miR-34c-5p	0.789788798459478	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
CLASP2	O75122		hsa-miR-31-5p	0.789693091918063	13	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
LIN28B	Q6ZN17		hsa-miR-30d-5p	0.789580033343672	9	Very High	Cupid|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
PEG10	Q86TG7		hsa-miR-34c-5p	0.789151980134802	13	Very High	Cupid|MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
LIN28A	Q9H9Z2		hsa-miR-30d-5p	0.788781542822529	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
ELMOD2	Q8IZ81		hsa-miR-30d-5p	0.788585447827906	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
USP3	Q9Y6I4		hsa-miR-146b-5p	0.788425169157837	16	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
UBE2K	P61086		hsa-miR-31-5p	0.788285507447937	14	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
UBE2J1	Q9Y385		hsa-miR-30a-5p	0.787879803374382	10	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
RORA	P35398		hsa-miR-30a-5p	0.787167810574921	10	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
ADRA2A	P08913		hsa-miR-30d-5p	0.78682955845542	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
DCUN1D3	Q8IWE4		hsa-miR-30a-5p	0.786697288766097	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
EXTL2	Q9UBQ6		hsa-miR-30d-5p	0.786437916602756	11	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
UBE2J1	Q9Y385		hsa-miR-30d-5p	0.786289497440043	10	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
SCN9A	Q15858		hsa-miR-30a-5p	0.785711511855419	11	Very High	Cupid|MBStar|MirTar2|MultiMiTar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
GNG10	P50151		hsa-miR-30a-5p	0.785607186371789	13	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
AXL	P30530		hsa-miR-34c-5p	0.785288798037704	11	Very High	Cupid|MultiMiTar|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|PITA_May_2021|RNA22|TargetScan_v7_2
WDR82P1		Yes	hsa-miR-30a-5p	0.785279374913396	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|MiRNATIP|mirzag|TargetScan_v7_2
EXTL2	Q9UBQ6		hsa-miR-30a-5p	0.785269603379331	11	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
SRSF7	Q16629		hsa-miR-30a-5p	0.784978330096597	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|TargetScan_v7_2
GMNC	A6NCL1		hsa-miR-30a-5p	0.784914054337191	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|TargetScan_v7_2
FUT8	Q9BYC5		hsa-miR-34c-5p	0.784626964582063	12	Very High	MBStar|MirTar2|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
RAB11FIP1	Q6WKZ4		hsa-miR-205-5p	0.784239424204467	13	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
LIN28A	Q9H9Z2		hsa-miR-30a-5p	0.78423775632514	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
SRSF7	Q16629		hsa-miR-30d-5p	0.784206094608583	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|TargetScan_v7_2
RASA1	P20936		hsa-miR-30d-5p	0.783661280127492	9	Very High	Cupid|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
GMNC	A6NCL1		hsa-miR-30d-5p	0.782697288738245	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|TargetScan_v7_2
TTLL7	Q6ZT98		hsa-miR-30a-5p	0.782656086163848	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
SLC10A3	P09131		hsa-miR-146b-5p	0.782115667422188	14	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|PITA_May_2021|TargetScan_v7_2
